window_chr	window_start	window_end	gene_count
chr3	138936320	139984896	10
chr3	139460608	140509184	10
chr3	139984896	141033472	8
chr3	140509184	141557760	9
chr3	141033472	142082048	5
chr3	141557760	142606336	2
chr3	142082048	143130624	0
chr3	142606336	143654912	0
chr3	143130624	144179200	1
chr3	143654912	144703488	6
chr3	144179200	145227776	6
chr3	144703488	145752064	2
chr3	145227776	146276352	2
chr3	145752064	146800640	1
chr3	146276352	147324928	8
chr3	146800640	147849216	14
chr3	147324928	148373504	10
chr3	147849216	148897792	10
chr3	148373504	149422080	14
chr3	148897792	149946368	11
chr3	149422080	150470656	8
chr3	149946368	150994944	4
chr3	150470656	151519232	3
chr3	150994944	152043520	2
chr3	151519232	152567808	4
chr3	152043520	153092096	3
chr3	152567808	153616384	3
chr3	153092096	154140672	6
chr3	153616384	154664960	6
chr3	154140672	155189248	5
chr3	154664960	155713536	7
chr3	155189248	156237824	6
chr3	155713536	156762112	5
chr3	156237824	157286400	7
chr3	156762112	157810688	3
chr3	157286400	158334976	4
chr3	157810688	158859264	9
chr3	158334976	159383552	8
chr3	158859264	159907840	5
chr3	159383552	160432128	3
chr3	159907840	160956416	1
chr3	160432128	161480704	0
chr3	160956416	162004992	0
chr3	161480704	162529280	1
chr3	162004992	163053568	2
chr3	162529280	163577856	2
chr3	163053568	164102144	3
chr3	163577856	164626432	1
chr3	164102144	165150720	0
chr3	164626432	165675008	3
chr3	165150720	166199296	7
chr3	165675008	166723584	6
chr3	166199296	167247872	2
chr3	166723584	167772160	1
chr3	167247872	168296448	11
chr3	167772160	168820736	13
chr3	168296448	169345024	8
chr3	168820736	169869312	5
chr3	169345024	170393600	4
chr3	170917888	171966464	3
chr3	171442176	172490752	2
chr3	171966464	173015040	2
chr3	172490752	173539328	1
chr3	173015040	174063616	1
chr3	173539328	174587904	1
chr3	174063616	175112192	0
chr3	174587904	175636480	1
chr3	175112192	176160768	1
chr3	175636480	176685056	1
chr3	176160768	177209344	2
chr3	176685056	177733632	10
chr3	177209344	178257920	10
chr3	177733632	178782208	4
chr3	179306496	180355072	1
chr3	179830784	180879360	0
chr3	180355072	181403648	6
chr3	180879360	181927936	11
chr3	181403648	182452224	23
chr3	181927936	182976512	26
chr3	182452224	183500800	13
chr3	182976512	184025088	11
chr3	183500800	184549376	10
chr3	184025088	185073664	15
chr3	184549376	185597952	15
chr3	185073664	186122240	8
chr3	185597952	186646528	4
chr3	186122240	187170816	1
chr3	186646528	187695104	2
chr3	187170816	188219392	3
chr3	187695104	188743680	6
chr3	188219392	189267968	5
chr3	188743680	189792256	5
chr3	189267968	190316544	5
chr3	189792256	190840832	1
chr3	190316544	191365120	4
chr3	190840832	191889408	5
chr3	191365120	192413696	5
chr3	191889408	192937984	8
chr3	193462272	194510848	12
chr3	193986560	195035136	20
chr3	194510848	195559424	21
chr3	195035136	196083712	12
chr4	0	1048576	14
chr4	524288	1572864	13
chr4	1048576	2097152	16
chr4	1572864	2621440	20
chr4	2097152	3145728	27
chr4	2621440	3670016	25
chr4	4194304	5242880	7
chr4	4718592	5767168	6
chr4	5242880	6291456	8
chr4	5767168	6815744	12
chr4	6291456	7340032	13
chr4	7864320	8912896	12
chr4	9437184	10485760	4
chr4	9961472	11010048	3
chr4	10485760	11534336	2
chr4	11010048	12058624	0
chr4	11534336	12582912	0
chr4	12058624	13107200	3
chr4	12582912	13631488	3
chr4	13107200	14155776	1
chr4	13631488	14680064	1
chr4	14155776	15204352	4
chr4	14680064	15728640	10
chr4	15204352	16252928	8
chr4	15728640	16777216	1
chr4	16252928	17301504	7
chr4	16777216	17825792	8
chr4	17301504	18350080	3
chr4	17825792	18874368	0
chr4	18350080	19398656	0
chr4	18874368	19922944	1
chr4	19398656	20447232	3
chr4	19922944	20971520	3
chr4	20447232	21495808	1
chr4	20971520	22020096	2
chr4	21495808	22544384	3
chr4	22020096	23068672	2
chr4	22544384	23592960	1
chr4	23068672	24117248	2
chr4	23592960	24641536	6
chr4	24117248	25165824	8
chr4	24641536	25690112	6
chr4	25165824	26214400	5
chr4	25690112	26738688	4
chr4	26214400	27262976	2
chr4	26738688	27787264	0
chr4	27262976	28311552	0
chr4	27787264	28835840	0
chr4	28311552	29360128	0
chr4	28835840	29884416	0
chr4	29360128	30408704	1
chr4	29884416	30932992	1
chr4	30408704	31457280	1
chr4	30932992	31981568	0
chr4	31457280	32505856	0
chr4	31981568	33030144	0
chr4	32505856	33554432	0
chr4	33030144	34078720	0
chr4	33554432	34603008	0
chr4	34078720	35127296	0
chr4	34603008	35651584	3
chr4	35127296	36175872	3
chr4	35651584	36700160	2
chr4	36175872	37224448	5
chr4	38797312	39845888	14
chr4	39321600	40370176	9
chr4	39845888	40894464	6
chr4	40370176	41418752	7
chr4	40894464	41943040	8
chr4	41418752	42467328	5
chr4	41943040	42991616	2
chr4	42467328	43515904	0
chr4	42991616	44040192	3
chr4	43515904	44564480	7
chr4	44040192	45088768	6
chr4	44564480	45613056	2
chr4	45088768	46137344	7
chr4	45613056	46661632	12
chr4	46137344	47185920	11
chr4	46661632	47710208	6
chr4	47185920	48234496	3
chr4	47710208	48758784	4
chr4	48234496	49283072	3
chr4	48758784	49807360	3
chr4	49283072	50331648	5
chr4	49807360	50855936	6
chr4	50331648	51380224	5
chr4	50855936	51904512	4
chr4	51380224	52428800	6
chr4	51904512	52953088	8
chr4	52428800	53477376	14
chr4	52953088	54001664	16
chr4	53477376	54525952	8
chr4	54001664	55050240	6
chr4	54525952	55574528	13
chr4	55050240	56098816	14
chr4	55574528	56623104	7
chr4	56098816	57147392	5
chr4	56623104	57671680	3
chr4	57147392	58195968	3
chr4	57671680	58720256	10
chr4	58195968	59244544	21
chr4	58720256	59768832	20
chr4	59244544	60293120	15
chr4	59768832	60817408	13
chr4	60293120	61341696	11
chr4	60817408	61865984	8
chr4	61341696	62390272	3
chr4	61865984	62914560	0
chr4	62390272	63438848	1
chr4	62914560	63963136	1
chr4	63438848	64487424	1
chr4	63963136	65011712	1
chr4	64487424	65536000	1
chr4	65011712	66060288	0
chr4	65536000	66584576	0
chr4	66060288	67108864	1
chr4	66584576	67633152	1
chr4	67108864	68157440	1
chr4	67633152	68681728	1
chr4	68157440	69206016	0
chr4	68681728	69730304	0
chr4	69206016	70254592	0
chr4	69730304	70778880	0
chr4	70254592	71303168	0
chr4	70778880	71827456	1
chr4	71303168	72351744	7
chr4	71827456	72876032	16
chr4	72351744	73400320	15
chr4	72876032	73924608	10
chr4	73400320	74448896	6
chr4	73924608	74973184	4
chr4	74448896	75497472	6
chr4	74973184	76021760	4
chr4	75497472	76546048	5
chr4	76021760	77070336	8
chr4	77594624	78643200	5
chr4	78118912	79167488	9
chr4	78643200	79691776	10
chr4	79167488	80216064	9
chr4	79691776	80740352	6
chr4	80216064	81264640	5
chr4	80740352	81788928	2
chr4	81264640	82313216	1
chr4	81788928	82837504	0
chr4	82313216	83361792	1
chr4	82837504	83886080	2
chr4	83361792	84410368	6
chr4	83886080	84934656	10
chr4	85458944	86507520	10
chr4	85983232	87031808	5
chr4	86507520	87556096	5
chr4	87031808	88080384	3
chr4	87556096	88604672	2
chr4	88080384	89128960	2
chr4	88604672	89653248	1
chr4	89128960	90177536	1
chr4	89653248	90701824	1
chr4	90177536	91226112	1
chr4	90701824	91750400	3
chr4	91226112	92274688	6
chr4	91750400	92798976	5
chr4	92274688	93323264	2
chr4	92798976	93847552	3
chr4	93323264	94371840	2
chr4	93847552	94896128	1
chr4	94371840	95420416	1
chr4	94896128	95944704	2
chr4	95420416	96468992	4
chr4	95944704	96993280	13
chr4	96468992	97517568	18
chr4	96993280	98041856	10
chr4	97517568	98566144	2
chr4	98041856	99090432	3
chr4	98566144	99614720	3
chr4	99090432	100139008	3
chr4	100663296	101711872	4
chr4	101187584	102236160	2
chr4	101711872	102760448	2
chr4	102236160	103284736	4
chr4	102760448	103809024	7
chr4	103284736	104333312	6
chr4	103809024	104857600	4
chr4	104333312	105381888	2
chr4	104857600	105906176	5
chr4	105381888	106430464	8
chr4	105906176	106954752	5
chr4	106430464	107479040	10
chr4	106954752	108003328	10
chr4	107479040	108527616	4
chr4	108003328	109051904	2
chr4	108527616	109576192	0
chr4	109051904	110100480	5
chr4	109576192	110624768	8
chr4	110100480	111149056	5
chr4	110624768	111673344	3
chr4	111149056	112197632	2
chr4	111673344	112721920	2
chr4	112197632	113246208	2
chr4	113770496	114819072	1
chr4	114294784	115343360	1
chr4	114819072	115867648	1
chr4	115343360	116391936	5
chr4	116916224	117964800	3
chr4	117440512	118489088	3
chr4	117964800	119013376	4
chr4	118489088	119537664	9
chr4	119013376	120061952	11
chr4	119537664	120586240	8
chr4	120061952	121110528	5
chr4	120586240	121634816	2
chr4	121110528	122159104	1
chr4	121634816	122683392	1
chr4	122159104	123207680	1
chr4	122683392	123731968	1
chr4	123207680	124256256	0
chr4	123731968	124780544	0
chr4	124256256	125304832	5
chr4	124780544	125829120	8
chr4	125304832	126353408	6
chr4	125829120	126877696	3
chr4	126353408	127401984	2
chr4	126877696	127926272	0
chr4	127401984	128450560	0
chr4	127926272	128974848	0
chr4	130023424	131072000	1
chr4	130547712	131596288	1
chr4	131072000	132120576	1
chr4	131596288	132644864	1
chr4	132120576	133169152	0
chr4	132644864	133693440	0
chr4	133169152	134217728	0
chr4	133693440	134742016	0
chr4	134217728	135266304	0
chr4	134742016	135790592	1
chr4	135266304	136314880	2
chr4	135790592	136839168	2
chr4	136314880	137363456	7
chr4	137887744	138936320	8
chr4	138412032	139460608	4
chr4	138936320	139984896	5
chr4	139460608	140509184	3
chr4	139984896	141033472	3
chr4	140509184	141557760	7
chr4	142606336	143654912	5
chr4	143130624	144179200	7
chr4	143654912	144703488	7
chr4	144179200	145227776	5
chr4	144703488	145752064	4
chr4	145227776	146276352	6
chr4	145752064	146800640	4
chr4	146276352	147324928	2
chr4	146800640	147849216	1
chr4	147324928	148373504	3
chr4	147849216	148897792	3
chr4	148373504	149422080	5
chr4	148897792	149946368	6
chr4	149422080	150470656	3
chr4	149946368	150994944	6
chr4	150470656	151519232	9
chr4	150994944	152043520	7
chr4	151519232	152567808	5
chr4	152043520	153092096	7
chr4	152567808	153616384	9
chr4	153092096	154140672	8
chr4	153616384	154664960	5
chr4	154140672	155189248	2
chr4	154664960	155713536	3
chr4	155189248	156237824	4
chr4	155713536	156762112	6
chr4	156237824	157286400	8
chr4	156762112	157810688	3
chr4	157286400	158334976	1
chr4	157810688	158859264	0
chr4	158334976	159383552	1
chr4	158859264	159907840	1
chr4	159383552	160432128	1
chr4	160956416	162004992	6
chr4	161480704	162529280	3
chr4	162004992	163053568	7
chr4	162529280	163577856	9
chr4	163053568	164102144	5
chr4	163577856	164626432	1
chr4	164102144	165150720	1
chr4	164626432	165675008	1
chr4	165150720	166199296	2
chr4	165675008	166723584	4
chr4	166199296	167247872	5
chr4	166723584	167772160	6
chr4	167247872	168296448	5
chr4	167772160	168820736	2
chr4	168296448	169345024	0
chr4	168820736	169869312	2
chr4	169345024	170393600	2
chr4	169869312	170917888	1
chr4	170393600	171442176	5
chr4	170917888	171966464	6
chr4	171442176	172490752	4
chr4	171966464	173015040	5
chr4	172490752	173539328	2
chr4	173015040	174063616	2
chr4	173539328	174587904	6
chr4	174063616	175112192	5
chr4	174587904	175636480	4
chr4	175112192	176160768	3
chr4	175636480	176685056	0
chr4	176160768	177209344	0
chr4	176685056	177733632	0
chr4	177209344	178257920	0
chr4	178782208	179830784	1
chr4	179306496	180355072	1
chr4	179830784	180879360	2
chr4	180355072	181403648	6
chr4	180879360	181927936	11
chr4	181403648	182452224	9
chr4	181927936	182976512	9
chr4	182452224	183500800	14
chr4	182976512	184025088	11
chr4	183500800	184549376	9
chr4	184025088	185073664	8
chr4	184549376	185597952	1
chr4	185073664	186122240	3
chr4	185597952	186646528	3
chr4	186122240	187170816	0
chr5	0	1048576	21
chr5	524288	1572864	19
chr5	1048576	2097152	13
chr5	1572864	2621440	3
chr5	2097152	3145728	2
chr5	3670016	4718592	0
chr5	4194304	5242880	1
chr5	4718592	5767168	2
chr5	5242880	6291456	2
chr5	5767168	6815744	5
chr5	6291456	7340032	6
chr5	6815744	7864320	5
chr5	7340032	8388608	4
chr5	7864320	8912896	0
chr5	8388608	9437184	1
chr5	9961472	11010048	9
chr5	10485760	11534336	3
chr5	11010048	12058624	1
chr5	11534336	12582912	1
chr5	12058624	13107200	0
chr5	12582912	13631488	1
chr5	13107200	14155776	2
chr5	13631488	14680064	5
chr5	14155776	15204352	4
chr5	14680064	15728640	2
chr5	15204352	16252928	2
chr5	15728640	16777216	5
chr5	16252928	17301504	4
chr5	17825792	18874368	1
chr5	18350080	19398656	9
chr5	18874368	19922944	10
chr5	19398656	20447232	5
chr5	19922944	20971520	4
chr5	20447232	21495808	5
chr5	20971520	22020096	4
chr5	21495808	22544384	1
chr5	22020096	23068672	0
chr5	22544384	23592960	1
chr5	23068672	24117248	3
chr5	23592960	24641536	7
chr5	24117248	25165824	6
chr5	24641536	25690112	0
chr5	25165824	26214400	1
chr5	25690112	26738688	4
chr5	26214400	27262976	4
chr5	26738688	27787264	3
chr5	27262976	28311552	2
chr5	27787264	28835840	3
chr5	28311552	29360128	3
chr5	28835840	29884416	0
chr5	29360128	30408704	0
chr5	29884416	30932992	1
chr5	30408704	31457280	4
chr5	30932992	31981568	5
chr5	31457280	32505856	2
chr5	31981568	33030144	3
chr5	32505856	33554432	6
chr5	33030144	34078720	6
chr5	33554432	34603008	10
chr5	34078720	35127296	11
chr5	34603008	35651584	7
chr5	35127296	36175872	8
chr5	35651584	36700160	7
chr5	36175872	37224448	6
chr5	36700160	37748736	7
chr5	37224448	38273024	10
chr5	37748736	38797312	9
chr5	38273024	39321600	6
chr5	38797312	39845888	7
chr5	39321600	40370176	10
chr5	39845888	40894464	6
chr5	40370176	41418752	5
chr5	40894464	41943040	9
chr5	41418752	42467328	5
chr5	41943040	42991616	5
chr5	42467328	43515904	6
chr5	44040192	45088768	13
chr5	44564480	45613056	14
chr5	45088768	46137344	6
chr5	46661632	47710208	1
chr5	47185920	48234496	2
chr5	47710208	48758784	2
chr5	48234496	49283072	5
chr5	49807360	50855936	5
chr5	50331648	51380224	4
chr5	50855936	51904512	6
chr5	51380224	52428800	9
chr5	51904512	52953088	5
chr5	52428800	53477376	2
chr5	52953088	54001664	5
chr5	53477376	54525952	5
chr5	54001664	55050240	4
chr5	55574528	56623104	7
chr5	56098816	57147392	10
chr5	56623104	57671680	7
chr5	57147392	58195968	7
chr5	59244544	60293120	4
chr5	59768832	60817408	6
chr5	60293120	61341696	6
chr5	60817408	61865984	4
chr5	61341696	62390272	1
chr5	61865984	62914560	0
chr5	63438848	64487424	0
chr5	65536000	66584576	1
chr5	66060288	67108864	0
chr5	66584576	67633152	2
chr5	67108864	68157440	3
chr5	67633152	68681728	2
chr5	68157440	69206016	1
chr5	68681728	69730304	2
chr5	69206016	70254592	3
chr5	69730304	70778880	1
chr5	72351744	73400320	1
chr5	72876032	73924608	1
chr5	73400320	74448896	1
chr5	73924608	74973184	7
chr5	74448896	75497472	7
chr5	74973184	76021760	0
chr5	75497472	76546048	1
chr5	76021760	77070336	2
chr5	78118912	79167488	3
chr5	80216064	81264640	5
chr5	80740352	81788928	5
chr5	81264640	82313216	3
chr5	81788928	82837504	0
chr5	82313216	83361792	0
chr5	82837504	83886080	1
chr5	83361792	84410368	1
chr5	83886080	84934656	0
chr5	84410368	85458944	1
chr5	84934656	85983232	2
chr5	85458944	86507520	2
chr5	85983232	87031808	2
chr5	86507520	87556096	3
chr5	87031808	88080384	7
chr5	89128960	90177536	5
chr5	89653248	90701824	4
chr5	90177536	91226112	8
chr5	90701824	91750400	8
chr5	91226112	92274688	3
chr5	91750400	92798976	1
chr5	92274688	93323264	3
chr5	92798976	93847552	6
chr5	94371840	95420416	4
chr5	94896128	95944704	0
chr5	95420416	96468992	0
chr5	95944704	96993280	1
chr5	96468992	97517568	3
chr5	96993280	98041856	6
chr5	97517568	98566144	4
chr5	98041856	99090432	1
chr5	98566144	99614720	1
chr5	99090432	100139008	1
chr5	99614720	100663296	5
chr5	100139008	101187584	6
chr5	100663296	101711872	7
chr5	101187584	102236160	6
chr5	101711872	102760448	1
chr5	102236160	103284736	1
chr5	102760448	103809024	1
chr5	103284736	104333312	0
chr5	103809024	104857600	4
chr5	104333312	105381888	8
chr5	104857600	105906176	7
chr5	105381888	106430464	5
chr5	105906176	106954752	3
chr5	106430464	107479040	3
chr5	106954752	108003328	4
chr5	107479040	108527616	3
chr5	108003328	109051904	1
chr5	108527616	109576192	3
chr5	109051904	110100480	6
chr5	109576192	110624768	12
chr5	110100480	111149056	23
chr5	110624768	111673344	19
chr5	111149056	112197632	7
chr5	111673344	112721920	10
chr5	112197632	113246208	19
chr5	112721920	113770496	16
chr5	113246208	114294784	11
chr5	113770496	114819072	9
chr5	114294784	115343360	4
chr5	114819072	115867648	2
chr5	115343360	116391936	12
chr5	115867648	116916224	19
chr5	117440512	118489088	18
chr5	117964800	119013376	30
chr5	118489088	119537664	55
chr5	120061952	121110528	8
chr5	120586240	121634816	3
chr5	121110528	122159104	3
chr5	121634816	122683392	3
chr5	122159104	123207680	2
chr5	122683392	123731968	0
chr5	123207680	124256256	4
chr5	123731968	124780544	10
chr5	124256256	125304832	8
chr5	124780544	125829120	4
chr5	125304832	126353408	8
chr5	125829120	126877696	12
chr5	126353408	127401984	10
chr5	126877696	127926272	10
chr5	127401984	128450560	17
chr5	127926272	128974848	20
chr5	128450560	129499136	19
chr5	128974848	130023424	16
chr5	129499136	130547712	8
chr5	130023424	131072000	2
chr5	130547712	131596288	1
chr5	131072000	132120576	1
chr5	131596288	132644864	6
chr5	132120576	133169152	11
chr5	132644864	133693440	6
chr5	133169152	134217728	1
chr5	133693440	134742016	1
chr5	134217728	135266304	5
chr5	134742016	135790592	13
chr5	135266304	136314880	13
chr5	135790592	136839168	6
chr5	136314880	137363456	2
chr5	136839168	137887744	4
chr5	137363456	138412032	7
chr5	137887744	138936320	10
chr5	138412032	139460608	7
chr5	138936320	139984896	3
chr5	139460608	140509184	4
chr5	139984896	141033472	2
chr5	140509184	141557760	0
chr5	141033472	142082048	4
chr5	141557760	142606336	5
chr5	142082048	143130624	1
chr5	142606336	143654912	1
chr5	143130624	144179200	1
chr5	143654912	144703488	1
chr5	145227776	146276352	1
chr5	145752064	146800640	5
chr5	146276352	147324928	6
chr5	146800640	147849216	3
chr5	147324928	148373504	5
chr5	147849216	148897792	8
chr5	148373504	149422080	7
chr5	148897792	149946368	8
chr5	149422080	150470656	11
chr5	149946368	150994944	9
chr5	150470656	151519232	12
chr5	150994944	152043520	10
chr5	151519232	152567808	4
chr5	152043520	153092096	5
chr5	152567808	153616384	3
chr5	153092096	154140672	5
chr5	154664960	155713536	30
chr5	156237824	157286400	12
chr5	156762112	157810688	22
chr5	157286400	158334976	20
chr5	157810688	158859264	12
chr6	0	1048576	5
chr6	524288	1572864	7
chr6	1048576	2097152	6
chr6	1572864	2621440	3
chr6	2097152	3145728	16
chr6	2621440	3670016	16
chr6	3145728	4194304	10
chr6	3670016	4718592	8
chr6	4194304	5242880	5
chr6	4718592	5767168	5
chr6	5242880	6291456	3
chr6	5767168	6815744	3
chr6	6291456	7340032	5
chr6	6815744	7864320	8
chr6	7340032	8388608	7
chr6	7864320	8912896	3
chr6	8388608	9437184	0
chr6	8912896	9961472	1
chr6	9437184	10485760	3
chr6	9961472	11010048	14
chr6	10485760	11534336	15
chr6	11010048	12058624	4
chr6	11534336	12582912	4
chr6	12058624	13107200	2
chr6	12582912	13631488	7
chr6	13107200	14155776	10
chr6	13631488	14680064	3
chr6	14155776	15204352	1
chr6	14680064	15728640	2
chr6	15204352	16252928	5
chr6	15728640	16777216	3
chr6	16252928	17301504	4
chr6	16777216	17825792	6
chr6	17301504	18350080	10
chr6	18874368	19922944	35
chr6	19398656	20447232	10
chr6	19922944	20971520	12
chr6	20447232	21495808	9
chr6	22020096	23068672	2
chr6	22544384	23592960	4
chr6	23068672	24117248	3
chr6	23592960	24641536	2
chr6	24117248	25165824	2
chr6	24641536	25690112	2
chr6	25165824	26214400	2
chr6	26738688	27787264	31
chr6	27262976	28311552	37
chr6	27787264	28835840	22
chr6	28311552	29360128	30
chr6	28835840	29884416	32
chr6	29360128	30408704	32
chr6	29884416	30932992	37
chr6	30408704	31457280	67
chr6	30932992	31981568	65
chr6	31457280	32505856	31
chr6	31981568	33030144	38
chr6	32505856	33554432	30
chr6	33030144	34078720	13
chr6	33554432	34603008	12
chr6	34078720	35127296	16
chr6	34603008	35651584	20
chr6	35127296	36175872	18
chr6	35651584	36700160	18
chr6	36175872	37224448	18
chr6	36700160	37748736	10
chr6	37224448	38273024	4
chr6	37748736	38797312	6
chr6	38273024	39321600	8
chr6	38797312	39845888	5
chr6	39321600	40370176	4
chr6	39845888	40894464	15
chr6	40370176	41418752	20
chr6	40894464	41943040	17
chr6	41418752	42467328	19
chr6	41943040	42991616	28
chr6	42467328	43515904	30
chr6	42991616	44040192	25
chr6	43515904	44564480	15
chr6	44040192	45088768	2
chr6	44564480	45613056	3
chr6	45088768	46137344	5
chr6	45613056	46661632	11
chr6	46137344	47185920	11
chr6	46661632	47710208	6
chr6	47185920	48234496	4
chr6	47710208	48758784	0
chr6	48234496	49283072	8
chr6	48758784	49807360	14
chr6	49283072	50331648	8
chr6	49807360	50855936	2
chr6	50331648	51380224	1
chr6	50855936	51904512	5
chr6	51380224	52428800	15
chr6	51904512	52953088	15
chr6	52428800	53477376	8
chr6	52953088	54001664	5
chr6	53477376	54525952	3
chr6	54001664	55050240	4
chr6	54525952	55574528	5
chr6	55050240	56098816	4
chr6	55574528	56623104	6
chr6	58720256	59768832	1
chr6	59244544	60293120	1
chr6	59768832	60817408	1
chr6	60293120	61341696	4
chr6	63438848	64487424	0
chr6	63963136	65011712	0
chr6	64487424	65536000	0
chr6	65011712	66060288	0
chr6	65536000	66584576	1
chr6	66060288	67108864	1
chr6	66584576	67633152	3
chr6	67108864	68157440	6
chr6	67633152	68681728	6
chr6	68157440	69206016	4
chr6	68681728	69730304	3
chr6	69206016	70254592	2
chr6	69730304	70778880	5
chr6	70254592	71303168	13
chr6	70778880	71827456	10
chr6	71303168	72351744	0
chr6	71827456	72876032	4
chr6	72351744	73400320	7
chr6	72876032	73924608	4
chr6	73400320	74448896	1
chr6	73924608	74973184	1
chr6	74448896	75497472	2
chr6	74973184	76021760	1
chr6	75497472	76546048	2
chr6	76021760	77070336	5
chr6	76546048	77594624	6
chr6	77070336	78118912	5
chr6	77594624	78643200	1
chr6	78118912	79167488	0
chr6	78643200	79691776	2
chr6	79167488	80216064	3
chr6	79691776	80740352	7
chr6	80216064	81264640	8
chr6	80740352	81788928	8
chr6	81264640	82313216	5
chr6	81788928	82837504	1
chr6	82313216	83361792	4
chr6	82837504	83886080	4
chr6	83361792	84410368	1
chr6	83886080	84934656	9
chr6	84410368	85458944	12
chr6	84934656	85983232	7
chr6	85458944	86507520	3
chr6	85983232	87031808	9
chr6	86507520	87556096	13
chr6	87031808	88080384	7
chr6	87556096	88604672	2
chr6	88080384	89128960	0
chr6	88604672	89653248	0
chr6	89128960	90177536	1
chr6	89653248	90701824	1
chr6	90177536	91226112	1
chr6	90701824	91750400	1
chr6	91226112	92274688	0
chr6	91750400	92798976	1
chr6	92274688	93323264	2
chr6	92798976	93847552	2
chr6	93323264	94371840	6
chr6	93847552	94896128	6
chr6	94371840	95420416	2
chr6	94896128	95944704	0
chr6	95420416	96468992	2
chr6	95944704	96993280	9
chr6	96468992	97517568	9
chr6	96993280	98041856	4
chr6	97517568	98566144	2
chr6	98041856	99090432	2
chr6	98566144	99614720	1
chr6	99090432	100139008	1
chr6	99614720	100663296	0
chr6	100139008	101187584	0
chr6	100663296	101711872	0
chr6	101187584	102236160	1
chr6	101711872	102760448	6
chr6	102236160	103284736	6
chr6	102760448	103809024	4
chr6	103284736	104333312	6
chr6	103809024	104857600	8
chr6	104333312	105381888	7
chr6	104857600	105906176	8
chr6	105381888	106430464	8
chr6	105906176	106954752	14
chr6	106430464	107479040	13
chr6	106954752	108003328	8
chr6	107479040	108527616	11
chr6	108003328	109051904	10
chr6	108527616	109576192	11
chr6	109051904	110100480	7
chr6	109576192	110624768	2
chr6	110100480	111149056	0
chr6	110624768	111673344	5
chr6	111149056	112197632	6
chr6	111673344	112721920	2
chr6	112197632	113246208	0
chr6	112721920	113770496	6
chr6	113246208	114294784	17
chr6	113770496	114819072	14
chr6	114294784	115343360	7
chr6	114819072	115867648	5
chr6	115343360	116391936	6
chr6	115867648	116916224	6
chr6	116391936	117440512	2
chr6	116916224	117964800	0
chr6	117440512	118489088	1
chr6	117964800	119013376	2
chr6	118489088	119537664	2
chr6	119013376	120061952	3
chr6	119537664	120586240	7
chr6	120061952	121110528	5
chr6	120586240	121634816	2
chr6	121110528	122159104	1
chr6	121634816	122683392	4
chr6	122159104	123207680	6
chr6	122683392	123731968	6
chr6	123207680	124256256	5
chr6	123731968	124780544	5
chr6	124256256	125304832	9
chr6	124780544	125829120	5
chr6	125304832	126353408	2
chr6	125829120	126877696	2
chr6	126353408	127401984	4
chr6	126877696	127926272	7
chr6	127401984	128450560	6
chr6	127926272	128974848	5
chr6	128450560	129499136	6
chr6	128974848	130023424	9
chr6	129499136	130547712	10
chr6	130023424	131072000	6
chr6	130547712	131596288	5
chr6	131072000	132120576	5
chr6	131596288	132644864	6
chr6	132120576	133169152	6
chr6	132644864	133693440	6
chr6	133169152	134217728	6
chr6	133693440	134742016	7
chr6	134217728	135266304	8
chr6	134742016	135790592	8
chr6	135266304	136314880	9
chr6	135790592	136839168	9
chr6	136314880	137363456	5
chr6	136839168	137887744	0
chr6	137363456	138412032	0
chr6	137887744	138936320	0
chr6	138412032	139460608	2
chr6	138936320	139984896	4
chr6	139460608	140509184	6
chr6	139984896	141033472	7
chr6	140509184	141557760	11
chr6	141033472	142082048	7
chr6	141557760	142606336	1
chr6	142082048	143130624	2
chr6	142606336	143654912	4
chr6	143130624	144179200	5
chr6	143654912	144703488	4
chr6	144179200	145227776	3
chr6	144703488	145752064	3
chr6	145227776	146276352	3
chr6	145752064	146800640	4
chr6	147849216	148897792	8
chr6	148373504	149422080	7
chr6	148897792	149946368	3
chr6	149422080	150470656	7
chr6	149946368	150994944	6
chr6	150470656	151519232	2
chr6	150994944	152043520	3
chr6	151519232	152567808	5
chr6	153092096	154140672	0
chr6	153616384	154664960	1
chr6	154140672	155189248	4
chr6	154664960	155713536	8
chr6	155189248	156237824	8
chr6	155713536	156762112	9
chr6	156237824	157286400	13
chr6	156762112	157810688	11
chr6	158334976	159383552	4
chr6	158859264	159907840	1
chr6	159383552	160432128	3
chr6	159907840	160956416	4
chr6	160432128	161480704	2
chr6	162004992	163053568	2
chr6	162529280	163577856	4
chr6	163053568	164102144	8
chr6	163577856	164626432	9
chr6	164102144	165150720	12
chr6	164626432	165675008	16
chr6	165150720	166199296	11
chr6	166723584	167772160	10
chr7	1048576	2097152	19
chr7	1572864	2621440	15
chr7	2097152	3145728	14
chr7	2621440	3670016	9
chr7	3145728	4194304	2
chr7	3670016	4718592	1
chr7	4194304	5242880	8
chr7	4718592	5767168	17
chr7	6291456	7340032	21
chr7	6815744	7864320	16
chr7	7340032	8388608	7
chr7	7864320	8912896	4
chr7	8388608	9437184	2
chr7	8912896	9961472	0
chr7	9437184	10485760	0
chr7	9961472	11010048	1
chr7	10485760	11534336	3
chr7	11010048	12058624	2
chr7	11534336	12582912	3
chr7	12058624	13107200	6
chr7	12582912	13631488	3
chr7	13107200	14155776	1
chr7	13631488	14680064	2
chr7	14155776	15204352	1
chr7	14680064	15728640	3
chr7	15204352	16252928	4
