window	minimum	mean	maximum	variance
chrX_14680064	0.005195116642	0.007842604963418674	0.014304726631	2.7654605193550987e-06
chrX_15204352	0.0580263346749999	0.07045516184918221	0.093661257303	2.7000726762455683e-05
chrX_20447232	0.004726912184	0.008467193888556603	0.0146395039529999	4.515844267039904e-06
chrX_22020096	0.0027016454349999	0.010764694137990095	0.021145715262	1.1589362928324897e-05
chrX_24117248	0.005800158339	0.008641995437635415	0.0142056804829999	2.8488612477321495e-06
chrX_31457280	0.0266236101689999	0.07268717096873886	0.121001243072	0.0003955806867303385
chrX_31981568	0.009131167768	0.02638626121700487	0.038204424139	4.938910812954814e-05
chrX_45088768	0.003307406345	0.02220907602670438	0.0841223954059999	0.00016044100558766612
chrX_49283072	0.0035689657759999	0.00898568627159108	0.0157151893139999	6.1955116926702e-06
chrX_72876032	0.0010146431209999	0.0024255975528570963	0.004381096994	3.913916440686762e-07
chrX_87031808	0.006062731258	0.012457125303985172	0.032279431726	1.5859889286603105e-05
chrX_94896128	0.0054554092559999	0.017163029999034435	0.04453956269	4.6852475750550755e-05
chrX_99614720	0.012606709909	0.017994594423531966	0.027076678231	8.556121256359885e-06
chrX_100663296	0.0008299295939999	0.002243304643719164	0.004903901563	5.373264471028893e-07
chrX_105906176	0.000377194743	0.0008972239088669428	0.001726603468	7.73965928828883e-08
chrX_106430464	0.0005525561639999	0.002712580440926053	0.007179246393	2.467365778753249e-06
chrX_108527616	0.062558957336	0.18219576578791621	0.378797006056	0.012887526128924402
chrX_109051904	0.01373844247	0.028970765990773358	0.0480411684289999	7.836310830169725e-05
chrX_116391936	0.0040046109039999	0.01239229866283739	0.0276270618559999	1.459429895264789e-05
chrX_119013376	0.0006734705509999	0.001769229690128029	0.0039858971549999	4.424374462026495e-07
chrX_120586240	0.144476647869	0.31935084387641377	0.475589935161	0.004218117395641686
chrX_121110528	0.1130308920739999	0.2518930004507192	0.3860867614909999	0.003343862257986712
chrX_132120576	0.001524754404	0.005161571137265965	0.010356533394	3.692331629387122e-06
chrX_141033472	0.004964132165	0.01587194031234478	0.026853724368	1.8742892647484837e-05
