window	Akwaya-Jean	Alfred	Alice	Andromeda	Athanga	Berta	Bihati	Blanquita	Bono	Bosco	Brigitta	Bwamble	Cindy-schwein	Cindy-troglodytes	Cindy-verus	Cleo	Clint	Coco-chimp	Damian	Desmond	Doris	Dzeeta	Frederike	Gamin	Hermien	Hortense	Ikuru	Jimmie	Julie-A959	Julie-LWC21	Kidongo	Koby	Kombote	Kosana	Koto	Kumbuka	Lara	Linda	Luky	Marlin	Maya	Mgbadolite	Mirinda	Nakuu	Natalie	Negrita	SeppToni	Taweh	Tibe	Tongo	Trixie	Ula	Vaillant	Vincent	Washu	Yogui	node_0	node_1	node_2	node_3	n_clusters	n_single_clusters	cluster_composition	topology	genes
chr13_81264640	C2	C2	C2	C2	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0016456824939999	0.005543854426	0.005543854426	0.0034713963779999	2	0	Athanga Bihati Gamin Ikuru Lara/Akwaya-Jean Alfred Alice Andromeda Berta Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Hermien Hortense Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	GGACT, LOC104001912, NALCN, PCCA, TMTC4
chr13_81788928	C1	C1	C1	C1	C1	C1	C1	C1	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.0030390787809999	0.0030390787809999	0.0015274843879999	2	1	Bono/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	GGACT, ITGBL1, LOC104001912, NALCN, TMTC4
chr13_82313216	C2	C1	C1	C1	C1	C1	C2	C2	C1	C1	C1	C1	C2	C1	C1	C1	C1	C2	C2	C1	C2	C1	C1	C1	C1	C1	C2	C1	C1	C2	C1	C2	C1	C1	C2	C1	C1	C1	C2	C1	C2	C1	C2	C2	C1	C1	C1	C2	C2	C1	C2	C2	C1	C1	C2	C2	0.003857674006	0.017042887505	0.017042887505	0.0091765381499999	2	0	Akwaya-Jean Bihati Blanquita Cindy-schwein Coco-chimp Damian Doris Ikuru Julie-LWC21 Koby Koto Luky Maya Mirinda Nakuu Taweh Tibe Trixie Ula Washu Yogui/Alfred Alice Andromeda Athanga Berta Bono Bosco Brigitta Bwamble Cindy-troglodytes Cindy-verus Cleo Clint Desmond Dzeeta Frederike Gamin Hermien Hortense Jimmie Julie-A959 Kidongo Kombote Kosana Kumbuka Lara Linda Marlin Mgbadolite Natalie Negrita SeppToni Tongo Vaillant Vincent	Multiple Divergent Individuals	FGF14, ITGBL1, NALCN
chr13_82837504	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C1	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0041529471989999	0.014442004091	0.014442004091	0.008509424726	2	0	Bono Clint Desmond Dzeeta Hermien Hortense Jimmie Kombote Kosana Kumbuka Natalie/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Coco-chimp Damian Doris Frederike Gamin Ikuru Julie-A959 Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	FGF14, ITGBL1, TPP2
chr13_83361792	C2	C2	C1	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0025783922219999	0.006104192144	0.006104192144	0.0039698753739999	2	0	Alice Bono Desmond Dzeeta Hermien Hortense Kombote Natalie/Akwaya-Jean Alfred Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Gamin Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	BIVM, CCDC168, ERCC5, FGF14, KDELC1, METTL21C, SLC10A2, TEX30, TPP2
chr13_83886080	C3	C3	C3	C2	C2	C3	C3	C3	C3	C3	C2	C2	C2	C3	C3	C3	C3	C2	C3	C3	C3	C3	C3	C2	C3	C3	C3	C3	C3	C3	C2	C3	C3	C3	C2	C3	C1	C3	C2	C2	C2	C2	C3	C2	C3	C2	C3	C3	C1	C2	C2	C3	C2	C3	C3	C2	0.0013560695059999	0.011554742404	0.011554742404	0.0081702336869999	3	0	Lara Tibe/Andromeda Athanga Brigitta Bwamble Cindy-schwein Coco-chimp Gamin Kidongo Koto Luky Marlin Maya Mgbadolite Nakuu Negrita Tongo Trixie Vaillant Yogui/Akwaya-Jean Alfred Alice Berta Bihati Blanquita Bono Bosco Cindy-troglodytes Cindy-verus Cleo Clint Damian Desmond Doris Dzeeta Frederike Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Koby Kombote Kosana Kumbuka Linda Mirinda Natalie SeppToni Taweh Ula Vincent Washu	Three Cluster	BIVM, CCDC168, ERCC5, KDELC1, METTL21C, SLC10A2, TEX30, TPP2
chr13_85983232	C2	C1	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C2	C2	0.030625462537	0.0996013209739999	0.0996013209739999	0.048658473598	2	0	Alfred Blanquita Cleo Doris Luky Mirinda Tibe Ula/Akwaya-Jean Alice Andromeda Athanga Berta Bihati Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Clint Coco-chimp Damian Desmond Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Marlin Maya Mgbadolite Nakuu Natalie Negrita SeppToni Taweh Tongo Trixie Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	DAOA, LOC101057441
chr13_86507520	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.010296610231	0.0600256395589999	0.0600256395589999	0.032559548076	2	0	Bono Desmond Dzeeta Hermien Hortense Kombote Kosana Kumbuka Natalie/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Gamin Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Bonobo-Chimpanzee Clustering	DAOA, LOC101057441
chr13_87031808	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	0.0052781556509999	0.0387141079039999	0.0387141079039999	0.0199798417419999	2	0	Athanga Damian Frederike Negrita Tongo/Akwaya-Jean Alfred Alice Andromeda Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Desmond Doris Dzeeta Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie SeppToni Taweh Tibe Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ARGLU1, EFNB2
chr13_87556096	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	0.001199938458	0.025036557864	0.025036557864	0.013670937606	2	0	Athanga Damian Frederike Negrita Tongo/Akwaya-Jean Alfred Alice Andromeda Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Desmond Doris Dzeeta Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie SeppToni Taweh Tibe Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ARGLU1, EFNB2, FAM155A
chr13_88080384	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.0261560824319999	0.0261560824319999	0.0096517476499999	2	1	Marlin/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	FAM155A
chr13_88604672	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.040582056373	0.040582056373	0.0134204351919999	2	1	Marlin/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	ABHD13, FAM155A, LIG4, TNFSF13B
chr13_90177536	C1	C1	C2	C1	C1	C2	C1	C1	C1	C2	C1	C1	C1	C1	C2	C1	C2	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C2	C1	C2	C1	C1	C2	C1	C1	C2	C2	C1	C1	C1	C1	C1	C1	C1	C1	C2	C1	C1	C1	C1	C1	C1	C1	C2	0.0131098015489999	0.0343134818589999	0.0343134818589999	0.017921848197	2	0	Alice Berta Bosco Cindy-verus Clint Julie-LWC21 Koby Koto Linda Luky Taweh Yogui/Akwaya-Jean Alfred Andromeda Athanga Bihati Blanquita Bono Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cleo Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Kidongo Kombote Kosana Kumbuka Lara Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Tibe Tongo Trixie Ula Vaillant Vincent Washu	Multiple Divergent Individuals	IRS2, MYO16
chr13_90701824	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C0	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0	0.01401277957	0.01401277957	0.010746408086	3	1	Maya/Bono Desmond Dzeeta Hermien Hortense Kombote Kosana Kumbuka Natalie/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Gamin Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Marlin Mgbadolite Mirinda Nakuu Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Three Cluster	COL4A1, COL4A2, COL4A2-AS2, IRS2
chr13_91226112	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.0747414570129999	0.0747414570129999	0.0249910731469999	2	1	Maya/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	ANKRD10, CARS2, COL4A1, COL4A2, COL4A2-AS2, ING1, LOC112205217, LOC112205218, NAXD, RAB20
chr13_91750400	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0035522650729999	0.164959874236	0.164959874236	0.0535518514949999	2	0	Desmond Dzeeta Kombote Kosana Kumbuka/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ANKRD10, ARHGEF7, CARS2, COL4A2, ING1, LOC112205217, LOC112205218, NAXD, RAB20, TEX29
chr13_92274688	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.004863290528	0.1086988123619999	0.1086988123619999	0.03201791464	2	0	Desmond Dzeeta Kombote Kosana Kumbuka/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ARHGEF7, LOC107967993, TEX29
chr13_92798976	C1	C1	C1	C1	C1	C1	C3	C1	C2	C1	C3	C1	C3	C3	C1	C3	C1	C3	C1	C2	C1	C2	C3	C3	C2	C2	C3	C1	C3	C1	C3	C1	C2	C2	C1	C2	C3	C1	C3	C3	C3	C3	C3	C3	C2	C1	C1	C1	C3	C1	C3	C1	C1	C3	C3	C3	0.010634049124	0.03426734159	0.03426734159	0.028060714168	3	0	Bono Desmond Dzeeta Hermien Hortense Kombote Kosana Kumbuka Natalie/Bihati Brigitta Cindy-schwein Cindy-troglodytes Cleo Coco-chimp Frederike Gamin Ikuru Julie-A959 Kidongo Lara Luky Marlin Maya Mgbadolite Mirinda Nakuu Tibe Trixie Vincent Washu Yogui/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Blanquita Bosco Bwamble Cindy-verus Clint Damian Doris Jimmie Julie-LWC21 Koby Koto Linda Negrita SeppToni Taweh Tongo Ula Vaillant	Three Cluster	LOC107967993, SOX1, SPACA7, TUBGCP3
chr13_93323264	C1	C1	C1	C1	C1	C1	C1	C1	C3	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C3	C1	C3	C1	C2	C3	C3	C1	C1	C1	C1	C1	C1	C3	C3	C1	C3	C2	C1	C1	C1	C1	C1	C1	C1	C3	C1	C1	C1	C1	C1	C1	C1	C1	C2	C1	C2	0.011307904076	0.0167404950059999	0.0167404950059999	0.0156607391619999	3	0	Gamin Lara Vincent Yogui/Bono Desmond Dzeeta Hermien Hortense Kombote Kosana Kumbuka Natalie/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Koto Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Washu	Three Cluster	ATP11A, ATP11AUN, LOC107967993, LOC107968003, LOC107972214, LOC107972217, MCF2L, SOX1, SPACA7, TUBGCP3
chr13_93847552	C2	C2	C1	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C2	C2	0.0017110581549999	0.037516658388	0.037516658388	0.0178404158449999	2	0	Alice Bosco Koby Linda SeppToni Taweh/Akwaya-Jean Alfred Andromeda Athanga Berta Bihati Blanquita Bono Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Kombote Kosana Koto Kumbuka Lara Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ATP11A, ATP11AUN, CUL4A, DCUN1D2, F10, F7, GRTP1, LAMP1, LOC100615879, LOC107968003, LOC107972214, LOC107972217, MCF2L, PCID2, PROZ, TFDP1, TMCO3, TUBGCP3
chr13_94371840	C1	C1	C2	C1	C1	C1	C1	C1	C1	C2	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C2	C1	C1	C1	C1	C1	C2	C1	C1	C1	C1	C1	C1	C1	C1	C2	C2	C1	C1	C1	C1	C1	C1	C1	C1	0.006037965344	0.0284761927309999	0.0284761927309999	0.0084017932159999	2	0	Alice Bosco Koby Linda SeppToni Taweh/Akwaya-Jean Alfred Andromeda Athanga Berta Bihati Blanquita Bono Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Kombote Kosana Koto Kumbuka Lara Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ATP4B, C13H13orf46, CUL4A, DCUN1D2, F10, F7, GAS6, GRK1, GRTP1, LAMP1, LOC100615879, LOC112205231, LOC738960, MCF2L, PCID2, PROZ, RASA3, TFDP1, TMCO3, TMEM255B
chr14_1048576	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0004721327819999	0.0314882252729999	0.0314882252729999	0.0140639045829999	2	0	Berta Bosco/Akwaya-Jean Alfred Alice Andromeda Athanga Bihati Blanquita Bono Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ANG, APEX1, ARHGEF40, CCNB1IP1, EDDM3A, EDDM3B, KLHL33, LOC473316, LOC473317, LOC473318, METTL17, NDRG2, OR11H4, OR11H6, OR4K17, OR4N5, OR5AU1, OR6S1, OSGEP, PARP2, PIP4P1, PNP, RNASE1, RNASE10, RNASE11, RNASE12, RNASE13, RNASE2, RNASE4, RNASE6, RNASE7, RNASE8, RNASE9, SLC39A2, TEP1, TMEM253, TPPP2, TTC5, ZNF219
chr14_1572864	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0088539307799999	0.035978733815	0.035978733815	0.021560355008	2	0	Bono Dzeeta Hortense Kumbuka/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Frederike Gamin Hermien Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	ANG, ARHGEF40, CHD8, EDDM3A, EDDM3B, HNRNPC, LOC107966378, LOC467387, LOC742615, METTL17, METTL3, NDRG2, OR10G3, OR4E2, OR5AU1, OR6S1, RAB2B, RNASE1, RNASE13, RNASE2, RNASE4, RNASE6, RNASE7, RNASE8, RPGRIP1, SALL2, SLC39A2, SUPT16H, TMEM253, TOX4, TPPP2, ZNF219
chr14_3145728	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.0149991746209999	0.0149991746209999	0.006709652871	2	1	Akwaya-Jean/Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	ABHD4, ACIN1, AJUBA, C14H14orf119, C14H14orf93, CDH24, CEBPE, DAD1, HAUS4, HOMEZ, LOC467398, LOC744958, LRP10, MMP14, MRPL52, OR6J1, OXA1L, PRMT5, PSMB11, PSMB5, RBM23, REM2, RNF212B, SLC7A7, SLC7A8
chr14_3670016	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.013606416235	0.013606416235	0.008387263995	2	1	Akwaya-Jean/Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	ACIN1, AJUBA, AP1G2, C14H14orf119, C14H14orf93, CDH24, CEBPE, CMTM5, DHRS2, EFS, HAUS4, HOMEZ, IL25, JPH4, LOC452797, LOC744958, LRP10, MMP14, MRPL52, MYH6, MYH7, NGDN, OXA1L, PPP1R3E, PRMT5, PSMB11, PSMB5, RBM23, REM2, RNF212B, SLC22A17, SLC7A7, SLC7A8, THTPA, ZFHX2
